⺀	⿱丶丶
𤆅	⿱𠆢火
𤆆	⿱又火
𤆇	⿰火匕
𤆈	⿰火乃
𤆉	⿰丁火
𤆊	⿰火卜
𤆋	⿱入灬
𤆌	⿱火又
𤆍	赤
𤆎	⿰扌火
𤆏	⿰火⿱一𠀁
𤆐	⿱久灬
𤆑	⿰火川
𤆒	⿱⿱𠂉丨灬
𤆓	⿰火广
𤆔	⿱己灬
𤆕	⿱刃灬
𤆖	⿱⿻二丨灬
𤆗	⿱口灬
𤆘	⿰火凡
𤆙	水
𤆚	⿰火
𤆜	⿱火三
𤆝	⿰火攴
𤆞	⿰火勿
𤆟	⿱火𧘇
𤆠	⿰火厷
𤆡	⿰火乌
𤆢	⿰火⿱𠆢匕
𤆣	⿰火及
𤆤	⿰火⿱冖几
𤆥	⿰火⿹勹二
𤆦	⿰火王
𤆧	⿰火土
𤆨	⿱⿹𠄎口灬
𤆩	⿰火水
𤆪	⿱中灬
𤆫	⿱⿹勹匕灬
𤆬	⿱毛灬
𤆭	⿰火升
𤆮	⿰火夫
𤆯	⿸耂火
𤆰	⿱木火
𤆱	⿱帀火
𤆲	⿱水火
𤆳	⿰火⿵冂又
𤆴	⿱𠫓火
𤆵	⿰火巴
𤆶	⿰火⿱八刀
𤆷	⿰火⿰亻𠤎
𤆸	⿰火心
𤆹	⿰火牙
𤆺	⿰火⿰子乚
𤆻	⿰火⿰土刀
𤆼	⿰火⿱宀丁
𤆽	⿱火丱
𤆾	⿰火⿸尸二
𤆿	⿰火夬
𤇁	⿱火⿱日一
𤇂	⿰火⿱又土
𤇃	⿰火⿸𠂆万
𤇄	⿰火⿵门人
𤇅	⿰火且
𤇇	⿱⿱丷干火
𤇈	⿱石火
𤇉	⿰火⿺尢力
𤇊	⿰火平
𤇋	⿰火示
𤇌	⿰火⿱十口
𤇍	⿱术灬
𤇎	⿰火⿱力刄
𤇏	⿱氶灬
𤇐	⿱⿲丨丨己灬
𤇑	⿱龸火
𤇒	⿰火册
𤇓	⿱生灬
𤇔	⿰火⿱𠂊夕
𤇕	⿱禾灬
𤇖	⿰火⿱厶⿵冂一
𤇗	⿱⿱𠂊巳灬
𤇘	⿱夗灬
𤇙	⿱火且
𤇚	⿰火斥
𤇛	⿰火⿻⿱冖几一
𤇜	⿰火民
𤇝	⿱弗火
𤇞	⿱⿰力口火
𤇠	⿱乎灬
𤇡	玄
𤇢	⿰火白
𤇣	⿰火生
𤇤	⿰火⿰工丂
𤇥	⿰火立
𤇦	⿰火戊
𤇧	⿰火事
𤇨	⿰火⿱不一
𤇩	⿰火必
𤇪	⿰火㐱
𤇫	⿱禾火
𤇬	⿱⿰止匕火
𤇭	⿰火龙
𤇮	⿰火乏
𤇯	⿴衣火
𤇰	⿱⿰亻戈火
𤇱	⿰火⿱巛山
𤇲	⿱⿰亻壬火
𤇳	⿰火戌
𤇴	⿱𦣞灬
𤇵	⿱宀⿱夕火
𤇶	⿰火⿱氶一
𤇷	⿰衤火
𤇸	⿱臣灬
𤇹	⿰火⿱比十
𤇺	⿰火夅
𤇼	⿰火⿱宀女
𤇽	⿰火⿹戈𠂇
𤇾	⿱⿰火火冖
𤇿	⿰火米
𤈀	⿱⿰冫木灬
𤈁	⿰火⿱宀寸
𤈂	⿳⿻十口一灬
𤈃	⿰火⿱一禸
𤈄	⿰火⿱士口
𤈅	⿳王亠灬
𤈆	⿰火⿱一史
𤈇	⿰火西
𤈈	⿱⿱龷八火
𤈉	⿱⿱龷八灬
𤈊	⿰火⿸子
𤈋	⿰火⿱日几
𤈌	⿱⿰日刀灬
𤈍	⿰火⿵⿱丿冂口
𤈎	⿰火⿹勹日
𤈏	⿰火舌
𤈐	⿰火朱
𤈑	⿰火⿱日匕
𤈒	⿰火缶
𤈓	⿰火⿱丑
𤈔	⿱⿰土弓灬
𤈕	⿱⿱夕夕灬
𤈖	⿱色灬
𤈗	⿱⿱彐彐灬
𤈘	⿰火⿰歹刂
𤈙	⿰火夷
𤈚	⿳爫冖火
𤈜	⿰火至
𤈝	⿰火⿱艹乂
𤈞	⿰火耒
𤈟	⿱⿰女口火
𤈠	⿰火聿
𤈡	⿰火⿱山兀
𤈢	⿱⿰亻木火
𤈣	⿱缶火
𤈤	⿰火⿹勹⿶凵㐅
𤈥	⿰火皀
𤈦	⿰火⿸尸毛
𤈧	⿰火⿰彳殳
𤈨	⿱⿸耳乚火
𤈩	⿸羊火
𤈪	⿰火⿹戈廾
𤈫	⿰⿸⿸尸二火又
𤈬	⿳火罒又
𤈮	⿹𢦒火
𤈯	⿰火⿻乇从
𤈰	⿰火⿱乑丂
𤈲	⿸厂⿱廿⿱一火
𤈳	⿱⿰目又火
𤈴	⿱卣火
𤈵	⿰火⿱口日
𤈶	⿰火⿱口贝
𤈷	⿰火⿳亼𭕄一
𤈸	鼓
𤈹	⿱山⿱火火
𤈺	⿱⿰火火凡
𤈻	⿰火⿱宀厷
𤈼	⿰火辛
𤈽	⿰火⿳亠口了
𤈾	⿱⿰氵欠火
𤈿	⿱求灬
𤉀	⿱⿰木干火
𤉁	⿰火亜
𤉂	⿱⿸尸毛灬
𤉃	⿰火⿱刃心
𤉄	⿱豕灬
𤉅	⿱⿸尹口火
𤉆	⿰火⿱日山
𤉇	⿰火⿺夨口
𤉈	⿰火𫩙
𤉉	⿱⿰禾刂灬
𤉊	⿰火⿱日工
𤉌	⿱⿰禾刂火
𤉍	⿰火⿱宀牛
𤉎	⿱⿰⿱刀口力火
𤉏	⿱⿰目力灬
𤉐	⿱出
𤉑	⿰火亘
𤉒	⿰火豸
𤉓	⿰⿸𠂇火由
𤉔	⿰火⿰亻乍
𤉕	⿰由⿸𠂇火
𤉖	⿰火車
𤉗	⿰火⿸耂子
𤉘	⿰火言
𤉙	⿰火⿸尹口
𤉚	⿰火⿰口欠
𤉛	⿰火⿱⿻十从一
𤉜	⿰火⿸广木
𤉝	⿰火⿱⿹弓丿口
𤉞	⿱⿻凵丿⿱火火
𤉟	⿱⿰丰刃火
𤉠	⿱⿰氵冘灬
𤉡	⿱凹
𤉣	⿰火甾
𤉤	⿰火㡀
𤉥	⿱⿰⿱夕夕刂灬
𤉦	⿰火⿱禾女
𤉧	⿰⿱爻火攵
𤉨	⿹⿹⿹戈口一火
𤉩	⿱⿰⿱巛夕刂灬
𤉫	⿰火⿹戈天
𤉬	⿰火⿱𠫓木
𤉭	⿱止⿱日火
𤉮	⿰火⿱丶⿱不口
𤉯	⿱⿱𠂊肉火
𤉰	⿱⿰户攵火
𤉱	⿳丿罒
𤉲	⿱⿱木日火
𤉳	⿰火⿱宀示
𤉴	⿱⿰火攵⿱一日
𤉵	⿱⿰口⿹勹口火
𤉶	⿰火⿱乂⿸𠂇月
𤉸	⿰火⿸尸⿱十口
𤉹	⿱⿹⿹戈口一火
𤉺	⿰⿱又⿸𠂇火攵
𤉻	⿰火⿱廿⿰𠂇十
𤉼	⿰火⿱龹㔾
𤉾	⿰火⿱㓁木
𤉿	⿱咅灬
𤊀	⿰火⿱⿱𭕄冖子
𤊂	⿰火⿺辶予
𤊃	⿰火⿱宀且
𤊄	⿰火其
𤊅	⿱⿻⿱了一⿰口又灬
𤊆	⿱覀⿱亠火
𤊇	⿱⿰𤣩火火
𤊈	⿰火⿱艹⿱八刀
𤊉	⿰火⿰日月
𤊊	⿰火⿱艹方
𤊋	⿰火⿱日六
𤊌	⿳串一灬
𤊍	⿰火⿱艹⿱𠆢⿰丿丨
𤊎	⿰火⿴囗⿱十口
𤊏	⿱⿰月月火
𤊐	⿰火⿳爫冖又
𤊑	⿱⿰斤欠灬
𤊒	⿰火⿱彑氺
𤊓	⿰火⿱臼儿
𤊔	⿰火秉
𤊕	⿰火采
𤊖	⿱赤𡗗
𤊗	⿱亞火
𤊘	⿱⿰牜勿火
𤊙	⿱隹火
𤊚	⿰火⿱爫⿻几二
𤊛	⿰火⿱丑丑
𤊜	⿱⿱厶口赤
𤊝	⿱⿹勹⿱巾巾灬
𤊞	⿰火長
𤊟	⿰火⿱宀𤴓
𤊠	⿰火⿱石廾
𤊡	⿰火⿱𡗗⿻二丨
𤊢	⿰火⿱⿱日一寸
𤊣	⿰朱⿸𠂇火
𤊤	⿰火⿱山石
𤊥	⿰火夌
𤊦	⿰火⿰方攵
𤊧	⿰火⿱十
𤊨	⿰火⿹⿹戈口一
𤊩	⿰火⿰木木
𤊫	⿰火⿰土皮
𤊬	⿰火非
𤊭	⿸⿰火广示
𤊮	⿰⿱又⿸𠂇火攵
𤊯	⿱⿰月屯灬
𤊰	⿰火⿱龻又
𤊲	⿰火⿱巛囟
𤊳	⿰火⿰殳
𤊴	⿰火⿱丰石
𤊵	⿰火⿰皀卩
𤊶	⿰火⿰束刂
𤊷	⿰火⿱北月
𤊸	⿱⿵戌口火
𤊹	⿰火⿰⿱龸子力
𤊺	⿰火彖
𤊻	⿰火⿱日目
𤊼	⿰⿱火火甘
𤊽	⿱𡗜⿱日火
𤊾	⿱⿱艹目火
𤊿	⿰火臿
𤋀	⿰火⿱目犬
𤋁	⿱昜灬
𤋂	⿱⿱艹罒火
𤋃	⿱酋灬
𤋄	⿱⿰矛攵火
𤋅	⿱⿲丿𮍌巳火
𤋆	⿵戊⿱火火
𤋇	⿱⿰目氏灬
𤋈	⿱⿰⿱上卜攴灬
𤋉	⿰火⿱日玄
𤋊	⿰火⿸尸并
𤋋	⿰火⿱亦大
𤋌	⿱⿱八豕灬
𤋍	⿱⿰火火央
𤋎	⿱⿱䒑⿰月刂火
𤋏	⿰火娄
𤋐	⿱⿰木⿱刀口灬
𤋑	⿰火⿱土⿰土土
𤋓	⿰火⿳大日又
𤋔	⿱⿱士口⿱艹火
𤋕	⿱⿰耳大灬
𤋖	⿰火⿰至攵
𤋗	⿱⿰日⿹勹口火
𤋘	⿰火⿱田心
𤋙	⿰火⿱艹田
𤋚	⿳⿰口尺冖火
𤋜	⿱⿰日⿱刀口火
𤋝	⿱⿰月巨火
𤋞	⿱⿰白毛灬
𤋟	⿰火⿱⿱𠂉日夂
𤋠	⿰火⿱爫罒
𤋡	⿰火⿱白天
𤋢	⿰火⿰糹勺
𤋣	⿺⿱⿱𠂊彐灬犬
𤋤	⿱⿰⿹勹口毛灬
𤋥	⿱⿰⿹勹口攵灬
𤋦	⿱⿰禾火灬
𤋨	⿰火⿱⿸𠂇工丑
𤋩	⿰火⿱龸文
𤋪	⿰火⿱日出
𤋫	⿰火⿱山⿰山山
𤋬	⿳火⿰山山夂
𤋭	⿰火香
𤋮	⿱⿰𦣞巳灬
𤋯	⿱⿱𡗜日灬
𤋰	⿺黑力
𤋱	熏
𤋲	⿰火⿱艹丙
𤋴	⿱⿰⿱巛歹刂火
𤋵	⿰火⿰彳⿱士寸
𤋶	⿰火⿱艹⿱⿱𠆢丶龴
𤋷	⿰火⿱𡗗天
𤋸	⿰火⿱⿰龶刀大
𤋹	⿰火⿰木⿱十口
𤋻	⿰火⿰氵⿸𠂆
𤋼	⿰火⿱艹⿱十口
𤋽	⿰火⿱田⿱𠆢⿰丿丨
𤋾	⿰火音
𤋿	⿰火⿱艹出
𤌀	⿰火⿱⿱𠂊彐心
𤌁	⿰火⿱爫冉
𤌂	⿰火⿻𦘒⿰刀刀
𤌃	⿰火⿱⿸𠂇工月
𤌄	⿰火⿸耂日
𤌅	⿰火⿰阝夅
𤌆	⿰火⿸尸至
𤌇	⿱⿰𦣞巳火
𤌈	⿱⿰亻⿱夂田灬
𤌊	⿱⿱宀辛灬
𤌋	⿰火鬼
𤌌	⿱⿱⿰火火冖井
𤌍	⿰火隺
𤌎	⿵⿱下門火
𤌏	⿰火⿱公羽
𤌐	⿰火函
𤌑	⿱⿴𦥑幺⿱一火
𤌒	⿰火⿱罒⿱土土
𤌓	⿰火⿱亘木
𤌔	⿱⿰肉犬灬
𤌕	⿰火⿱⿸𠂇口⿸𠂇口
𤌖	⿰火⿱田母
𤌗	⿰火⿱罒正
𤌘	⿰火⿳十冖糸
𤌙	⿰火⿱日羽
𤌚	⿰火⿱艹⿴囗口
𤌛	⿰火⿻聿⿰刀刀
𤌜	⿰⿱火火㐁
𤌝	⿳⿹勹巾⿹勹巾灬
𤌞	⿱⿰冫隹灬
𤌟	⿱⿰火火米
𤌠	⿱⿰火火舛
𤌡	⿱⿱⿰火火冖夭
𤌢	⿰火⿱而火
𤌣	⿰火⿱覀木
𤌤	⿰火⿱百夂
𤌥	⿰火⿱𡗜电
𤌦	⿰火鬲
𤌧	⿰火⿱⿱又⿰又又木
𤌨	⿱⿰⿸尸毛子火
𤌩	⿱髟灬
𤌪	⿰火⿱覀火
𤌫	⿰火⿳士冖石
𤌬	⿰火馬
𤌭	⿰火⿱⿱十八
𤌮	⿱⿰𠄌⿰日巨火
𤌯	⿰火⿰月⿱八天
𤌰	⿰火⿱日⿻丰丷
𤌱	⿰火⿱日⿱龷八
𤌲	⿳肀⿱一田灬
𤌳	⿰火⿱爫⿱幺大
𤌴	⿰火⿱舛木
𤌶	⿰火⿰肙⿱匕匕
𤌷	⿰火⿱⿱土土心
𤌸	⿱火⿱艹⿱日十
𤌹	⿰⿱十⿱日十⿱𠆢火
𤌺	⿱⿱止舟火
𤌻	⿳火中⿱口口
𤌼	⿰火⿱自王
𤌾	⿱高火
𤌿	⿰火⿸疒矢
𤍀	⿱⿰火火⿵⿱丿冂口
𤍁	⿱⿰⿱乂朩殳灬
𤍂	⿱⿰來力灬
𤍃	⿰火⿰氵⿱𠂉母
𤍄	⿰火⿰礻且
𤍅	⿰火⿱⿰歹刂灬
𤍆	⿰火⿰車兀
𤍇	⿰火⿱辰寸
𤍈	⿰火⿱止豆
𤍉	⿰火⿱山言
𤍊	⿰火⿱龶糸
𤍋	⿱⿰訁乞灬
𤍌	⿰⿱士𠃜⿱彐火
𤍍	⿳亠卌灬
𤍎	⿰火⿰阝
𤍏	⿰火⿱丷⿱一⿰幺幺
𤍐	⿱⿰扌隹火
𤍑	⿰火⿰糹⿱夂冫
𤍒	⿰火⿱巛果
𤍓	⿱⿰里予火
𤍔	⿱⿱⿰火火冖冋
𤍕	⿱⿰木酉火
𤍖	⿰火⿰車斤
𤍗	⿰火⿰⿱龸子攵
𤍘	⿱⿱宀元⿱日火
𤍙	⿰⿱火⿱干火
𤍚	⿳火罒艸
𤍛	⿱⿲火⿱丷干火又
𤍜	⿰火⿱⿱⿱厶⿰厶厶人彡
𤍝	⿰火⿱癶米
𤍞	⿰火⿱龷⿱艹二
𤍟	⿱⿱覀示灬
𤍠	⿱⿰⿱土⿱丷干丸灬
𤍡	⿰火⿻乇⿱从从
𤍢	赤
𤍣	⿰火⿱⿰方方土
𤍤	⿰火⿱立⿱日十
𤍥	⿱⿰臣⿹勹口灬
𤍦	⿸⿰火户肙
𤍧	⿱⿱⿰火火冖井
𤍨	⿱⿰⿱亠⿱口子丸火
𤍩	⿱⿱⿰火火冖立
𤍪	⿰火⿰⿱亠⿱口子阝
𤍫	⿱⿰土隹灬
𤍬	⿰火⿹𢦏业
𤍭	⿰火⿱覀氶
𤍮	⿱⿰夫見火
𤍯	⿰火⿰⿱十⿱日十乞
𤍰	⿱⿰西甘灬
𤍱	⿱⿱雨彐灬
𤍲	⿰火⿱串心
𤍳	⿱⿱小隹灬
𤍴	⿰火⿱日辰
𤍵	⿱⿰爿⿱爫寸火
𤍶	⿰火⿱田糸
𤍷	⿱火⿰𧾷日
𤍸	⿰火⿱𠂉⿱口吅
𤍹	⿱⿰⿱𠂊彐先灬
𤍺	⿰火⿱⿻丨⿱从从丂
𤍼	⿰火⿱⿱亼口𠕁
𤍽	⿱⿰坴丸火
𤍾	⿱⿱⿰木木大火
𤍿	⿰火⿱寸
𤎀	⿱业⿱𦍌火
𤎂	⿱⿰面力灬
𤎃	⿰火⿱⿱土土石
𤎄	⿰火⿱正
𤎅	⿱⿰⿱龶勹攵火
𤎇	⿱⿰彳⿰⿱土土卩火
𤎈	⿰火⿱犮
𤎊	⿱⿰火火束
𤎋	⿰火⿱羽⿱大十
𤎌	⿰火⿱尚土
𤎍	⿰火⿴囗⿹⿹戈口一
𤎎	⿰火麻
𤎏	⿰火⿱皿乑
𤎐	⿰火⿷匸⿱艹⿸𠂇口
𤎑	⿰火⿱⿱囟儿夊
𤎒	⿰火⿰⿱土⿱丷干丸
𤎓	⿰青⿱彐火
𤎔	⿰火⿱𦍌永
𤎕	⿰火⿱釆心
𤎖	⿰火⿸广隶
𤎗	⿱艹⿸厂⿱⿹勹口灬
𤎘	⿱刀⿱昜灬
𤎙	⿰火⿱⿱匕日甲
𤎚	⿱⿱⿱山火日火
𤎛	⿰火⿰氵⿱爫壬
𤎜	⿰火⿰月
𤎝	⿱⿸厂⿰亻隹灬
𤎞	⿰火⿳巛⿱冖人⿵𠘨⿻二丨
𤎟	⿸⿱宀⿱覀土火
𤎠	⿰火⿱止⿰止止
𤎡	⿰⿱火臽
𤎢	⿰⿱火⿱火火
𤎣	⿰火⿱艹⿱大电
𤎤	⿰⿱⿱⿰火火冖力少
𤎥	⿰⿱白巾⿱火火
𤎦	⿱⿰⿱乂⿸𠂇月攵灬
𤎧	⿱⿹𢏚口火
𤎨	⿱⿰㡀攵火
𤎩	⿱⿰阝⿱八豕火
𤎪	⿱⿰土畐火
𤎫	⿱⿱火火⿱艹⿱一火
𤎬	⿶⿱⿰火火又屰
𤎭	⿱⿱火火⿱亠⿴囗口
𤎮	⿱⿰坴丮火
𤎯	⿱⿱八⿱日火
𤎰	⿱⿱八⿱日灬
𤎱	⿰火⿱隹
𤎲	⿰火⿱⿱日一里
𤎳	⿰火⿱⿱从从日
𤎴	⿱⿱止⿰舟刀灬
𤎵	⿱⿱止⿰舟刀火
𤎶	⿰火爲
𤎷	⿹⿱日火
𤎸	⿱⿰⿶凵⿰丨丨⿶凵⿰丨丨⿰火火
𤎹	⿱⿲丬臣巳灬
𤎺	⿰火⿱⿰夫夫贝
𤎻	⿰火⿱艹肃
𤎼	⿱⿰⿳亠口小尤火
𤎽	⿰火⿱毌貝
𤎾	⿱⿰⿱巛百刂火
𤎿	⿱⿱⿱士口⿱士口灬
𤏀	⿱垂⿸𠂇火
𤏁	⿰氵⿱⿰臣己灬
𤏂	⿱⿰火⿱亠⿱口子灬
𤏃	⿱⿰火火⿱大⿹丅口
𤏄	⿱⿰氵⿱䒑⿰月刂灬
𤏅	⿱⿰⿳亠口小尤灬
𤏆	⿰火⿱⿰丰攵木
𤏇	⿱⿰木⿱宀示灬
𤏈	⿰火⿱⿳士冖⿱一口䒑
𤏉	⿰火⿺走⿹𠃌⿱一口
𤏊	⿱⿰堇力灬
𤏋	⿰火⿱癶⿰弓殳
𤏌	⿰火⿱⿰耳又火
𤏍	⿱⿰土重火
𤏎	⿰⿰火⿱土土⿱土土
𤏏	⿰火⿱田辰
𤏐	⿰火⿵門日
𤏒	⿰⿱日日⿱火火
𤏓	⿰火⿳丿⿵冂釆丂
𤏔	⿰火⿰白⿱𠂒口
𤏕	⿰⿱巛冋⿱火火
𤏖	⿰火⿱⿰夫夫日
𤏗	⿰火⿱木⿰木木
𤏘	⿰火⿱⿹⿹戈口一心
𤏙	⿰火⿱而而
𤏚	⿰火⿸厂⿰亻隹
𤏛	⿱⿰亻⿸⿱艹丆用火
𤏜	⿰爲火
𤏝	⿰⿱火坴
𤏞	⿰⿱⿱火火舛巜
𤏟	⿰火⿱⿱⿱厶⿰厶厶人心
𤏠	⿰夫⿱灬
𤏡	⿱⿰朿朿火
𤏢	⿰火⿰阝⿱八豕
𤏣	⿰火⿰訁斥
𤏤	⿱⿰禾⿱乂⿸𠂇巾灬
𤏥	⿰火⿰亻隺
𤏦	⿰火⿱⿰龶刀糸
𤏧	⿰火⿱𥫗⿱亼口
𤏨	⿰火⿰禾⿱乂⿸𠂇巾
𤏩	⿱⿰⿱口貝力灬
𤏪	⿰火⿱⿱⿰火火冖力
𤏫	⿰火⿱𥫗聿
𤏬	⿰火⿰⿱⿱𠆢丶⿸口刂
𤏭	⿰⿱火火臽
𤏮	⿰火⿰尚攵
𤏯	⿰火⿱㢴土
𤏰	⿰火⿰㡀攵
𤏱	⿰火⿱艹⿰耳又
𤏲	⿰火⿸羊目
𤏳	⿰火⿱⿱中一貝
𤏴	⿱⿱壴口火
𤏵	⿰火⿱罒⿱大⿱丷干
𤏶	⿰火⿸鹿匕
𤏷	⿱⿱冖⿰木木赤
𤏸	⿰火⿱艹⿸耂日
𤏹	⿱⿰亻⿹⿱艹勹用灬
𤏺	⿱⿰⿱出方攵灬
𤏻	⿱⿰⿰火辛火又
𤏼	⿱⿰飠壬火
𤏽	⿰火⿱𦍌辛
𤏾	⿰火⿱⿰开刂酉
𤏿	⿱⿱⿰臣又目火
𤐀	⿰火⿳⿱一田⿱一田一
𤐁	⿸𥆞火
𤐂	⿱⿰堇力灬
𤐃	⿰火⿰角⿱刀牛
𤐄	⿰火⿱⿱䒑⿰月刂灬
𤐅	⿱⿰冫鹿灬
𤐆	⿰火⿰⿸尹口羊
𤐇	⿰火⿱雨电
𤐉	⿰火⿱⿵戌口心
𤐊	⿰火⿱雨⿱勹巳
𤐋	⿰火⿱罒⿹勹米
𤐌	⿰火⿱艹枼
𤐍	⿳罒工⿱目灬
𤐎	⿰火⿱𥫗⿵门日
𤐏	⿱⿰⿰禾白己火
𤐐	⿰火⿸厃⿱儿言
𤐑	⿰火⿱⿰⿱𠂊彐攵灬
𤐒	⿰火⿱⿱戈戈皿
𤐓	⿰火⿰氵⿱爫⿱幺大
𤐔	⿱⿰火火⿱日𤴓
𤐕	⿰⿱火火⿱冖車
𤐖	⿰火⿱⿰木木示
𤐗	⿰火⿱𡗜⿱日火
𤐘	⿲火⿱⿺𠃊目小殳
𤐙	⿰火⿰⿸尸口辛
𤐚	⿰火⿰音欠
𤐛	⿰火⿵門⿱亠巾
𤐜	⿰火⿱山鬼
𤐝	⿰火⿱雨田
𤐞	⿰⿱火火⿱艹⿱十口
𤐟	⿰火⿱⿸𠂇月冏
𤐠	⿰火⿰礻⿱彑氺
𤐡	⿰火⿰土鬼
𤐢	⿰火⿰⿸耂日殳
𤐣	⿰火鼎
𤐤	⿰火⿱⿰𦣞巳灬
𤐥	⿱⿱火火⿱⿱艹冖火
𤐦	⿱⿰⿱亚日戈火
𤐧	⿱⿰禾畐火
𤐨	⿰火爾
𤐩	⿰火⿱艹盍
𤐪	⿰火⿱⿱火火舛
𤐫	⿱⿴𦥑囟⿱一火
𤐬	⿰⿱火⿻束口
𤐭	⿰火⿱⿰口寸
𤐮	⿱⿰⿱厶口辛⿱𠆢火
𤐯	⿰火龠
𤐰	⿰火⿱⿱艹隹又
𤐱	⿱⿰⿱而大瓦火
𤐲	⿰火⿱日⿱⿱龷八手
𤐴	⿰火⿱日⿱⿰幺幺灬
𤐵	⿰火⿱壴⿰力口
𤐶	⿰火⿳亠口⿱冖豕
𤐷	⿰火⿸鹿土
𤐸	⿱⿰禾畐灬
𤐹	⿰火⿺辶⿳丷兀皿
𤐺	⿱⿱⿰火火冖⿱火火
𤐻	⿳⿱⿰火火冖人⿻王丷
𤐼	⿳⿱⿰火火冖大世
𤐽	⿰火⿳⿱士口冖至
𤐾	⿰火⿱⿱工貝心
𤐿	⿱⿰酉⿱𠂒口灬
𤑀	⿰⿱爫西⿱火火
𤑃	⿰⿱火兼
𤑄	⿱⿰貝貝灬
𤑅	⿱⿰亻⿷匚⿱日⿱宀女灬
𤑆	⿰火堇
𤑇	⿳⿱冖人冖⿱⿰木木火
𤑈	⿰火⿲彳⿱𡴀一攵
𤑉	⿰火與
𤑋	⿱⿱火火⿱⿱艹冖火
𤑌	⿳⿱大工⿰月月灬
𤑍	⿰火⿶⿳𦥑一八月
𤑎	⿰⿹灬⿱日比
𤑏	⿱⿰衤畐灬
𤑐	⿱⿰礻畐火
𤑑	⿰火毚
𤑒	⿱⿱艹⿱⿰丰丰彐火
𤑓	⿰⿱⿱火火⿱亠⿴囗口乞
𤑔	⿱⿱艹⿰坴丸火
𤑕	⿺⿰火熏力
𤑖	⿱⿱宀⿰木木⿱火火
𤑗	⿰⿱火⿱巛果
𤑘	⿱⿸⿰月龹氺火
𤑙	⿰火⿸广兼
𤑚	⿰火⿱⿱⿰火火冖玉
𤑛	⿰火⿱⿰重力灬
𤑜	⿱⿲弓⿸耂日弓灬
𤑝	⿰火⿱⿱⿰火火冖田
𤑞	⿰火⿱艹⿺辶車
𤑟	⿰火⿱魚日
𤑠	⿰⿱臼正⿱火火
𤑡	⿰火⿱⿱⿰丰丰彐心
𤑢	⿰火⿱艹匆
𤑣	⿰火⿱丙⿰丙丙
𤑤	⿸⿸厂⿰亻鳥火
𤑥	⿰火⿳⿱日出八丰
𤑦	⿰火⿺辶啇
𤑧	⿰火⿱宀⿱日⿰耳又
𤑨	⿱⿲弓⿸耂日弓火
𤑩	⿱⿰⿱火⿸尹口灬
𤑪	⿳韭灬
𤑫	⿰火⿱艹⿺辶夆
𤑭	⿰火⿱石⿰石石
𤑮	⿰火⿱⿱艹⿱日大手
𤑯	⿰火⿰⿳亼吅从刂
𤑱	⿰火⿱羽⿱冖車
𤑲	⿰火⿰粦阝
𤑳	⿰火⿱艹肅
𤑴	⿰火⿱亯⿱卝⿻二丨
𤑶	⿰覃⿱火火
𤑷	⿰火⿵門⿱大电
𤑸	⿰火⿱見
𤑹	⿰⿱巛火⿱罒⿱土⿱丷干
𤑺	⿰火⿱冖鼎
𤑻	⿰火⿳日龷⿱艹二
𤑼	⿰火⿳日⿻丄⿱从从丂
𤑽	⿳吅⿰䒑䒑⿰火火
𤑾	⿱⿰阝⿺辶⿱八豕火
𤑿	⿰火⿰耳⿱⿰幺幺灬
𤒀	⿰⿱⿱火火⿱亠⿴囗口⿱亠几
𤒁	⿰火⿳⿱日出大心
𤒂	⿰⿱止⿱日火隹
𤒃	⿰火⿰日⿱艹
𤒄	⿰火⿱亠⿰丿兼
𤒅	⿰火龜
𤒇	⿰火⿱⿱火⿰火火木
𤒈	⿰火⿳廿⿴北口灬
𤒊	⿰火⿰木菐
𤒋	⿰火⿱⿰⿱土土⿱土土灬
𤒌	⿰火⿱吅馬
𤒍	⿱⿰曲曲⿰火火
𤒎	⿰火⿱⿱⿻𦥑爻冖子
𤒏	⿱⿰隹隹灬
𤒐	⿳⿵⿱丿冂夂冖⿱⿰木木火
𤒑	⿰火⿱艹粦
𤒔	⿰火⿰糹尃
𤒕	⿱⿰氵喿灬
𤒖	⿱⿰東東火
𤒗	⿰⿱火⿱朿朿
𤒘	⿰火⿱𥫗馬
𤒙	⿰㐱⿱⿰⿱亠⿱口子丸灬
𤒚	⿰火⿰氵⿱曲辰
𤒛	⿰火⿰耒⿱辰寸
𤒜	⿱⿱⿹⿹戈口一⿹⿹戈口一灬
𤒝	⿱⿰自⿱宀豕火
𤒞	⿱⿰⿱厶口辛⿱火火
𤒟	⿰火⿰⿱禾乃頁
𤒠	⿰火⿰⿸耂日見
𤒡	⿱⿰⿳亼吅从欠火
𤒢	⿰火⿸广⿱⿱亠⿴囗口禾
𤒣	⿰⿱火⿸鹿匕
𤒤	⿰火⿰耳⿱⿰幺幺丱
𤒥	⿱⿰⿳亼吅从攵火
𤒦	⿰火⿰⿳亼吅从攵
𤒧	⿰⿱火⿱𡗜⿱日火
𤒨	⿰火⿱⿱⿰火火冖⿱口口
𤒩	⿰火⿱羽⿱田⿱龷八
𤒪	⿰火⿱⿱𥫗⿱目大么
𤒫	⿰火⿱日⿱垂亏
𤒬	⿰火⿱艹⿳⿱一田⿱一田一
𤒮	⿱⿰𨸏⿱八豕火
𤒯	⿰火⿹㦰韭
𤒰	⿰火毚
𤒱	⿰火⿵齊小
𤒲	⿰火⿸广⿱黑土
𤒳	⿰⿱火火⿱不⿱不田
